Name,Points,Status,Pattern,Tags,Pomos (25 mins),Do Date,Source,Related To,Relates,Created Time,Problem Statement,Last edited time,Day Completed
Reach n → m,1600,done,https://www.notion.so/BFS-64f502c16c04413cb7e65786ad3a4f0d,arcesium,,"Feb 16, 2021",,,,"Feb 17, 2021 9:29 AM",,"May 11, 2021 8:59 AM",
Largest Merge Of Two Strings - LeetCode,1500,waiting,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,,https://leetcode.com/problems/largest-merge-of-two-strings/,,,"Feb 18, 2021 8:17 AM",,"Mar 01, 2021 3:43 PM",
Largest Consecutive Subset,1500,ok,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Traversal-dca46f72f93e4db583e0e72ba3dc6fdb",own,,"Feb 19, 2021",,,,"Feb 18, 2021 9:00 AM",,"May 11, 2021 9:04 AM",
Characters in Each Bracket Depth | binarysearch,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Traversal-dca46f72f93e4db583e0e72ba3dc6fdb",,2,"Feb 18, 2021",https://binarysearch.com/problems/Characters-in-Each-Bracket-Depth,,,"Feb 18, 2021 1:17 PM",,"May 11, 2021 9:04 AM",
Longest Consecutive Sublist | binarysearch,1700,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,"Feb 19, 2021",https://binarysearch.com/problems/Longest-Consecutive-Sublist,,,"Feb 18, 2021 1:24 PM",,"Mar 01, 2021 3:43 PM",
Minimum changes in file diff,1600,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",joveo,1,"Feb 18, 2021",,,,"Feb 18, 2021 11:55 PM",,"Mar 01, 2021 8:46 AM",
Split Digits to Sum Closest To Target | binarysearch,2000,waiting,https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9,,,,https://binarysearch.com/problems/Split-Digits-to-Sum-Closest-To-Target,,,"Feb 19, 2021 7:57 AM",,"May 23, 2021 8:53 AM",
Spiral Matrix III - LeetCode,1500,ok,https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb,,2,"Feb 23, 2021",https://leetcode.com/problems/spiral-matrix-iii/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Spiral%20Matrix%2059bb07ea77464b4881b0135bcd8e2e95.md,,"Feb 19, 2021 9:33 AM",,"Feb 23, 2021 8:15 AM",
Spiral Matrix II - LeetCode,1500,done,https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb,,1,"Feb 20, 2021",https://leetcode.com/problems/spiral-matrix-ii/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Spiral%20Matrix%2059bb07ea77464b4881b0135bcd8e2e95.md,,"Feb 20, 2021 7:39 AM",,"Feb 22, 2021 9:57 PM",
Maximize Palindrome Length From Subsequences - LeetCode,2000,waiting,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,,,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences/,,,"Feb 20, 2021 11:21 PM",,"May 23, 2021 8:53 AM",
Maximum Score from Performing Multiplication Operations - Leetcode,1600,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,4,"Feb 21, 2021",https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Stone%20Game%20VII%202888cd0740d34f57bd073f679581ed73.md,,"Feb 20, 2021 11:22 PM",,"Mar 04, 2021 9:28 AM",
Minimum Number of Operations to Move All Balls to Each Box - LeetCode,1200,done,https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690,,,"Feb 22, 2021",https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/,,,"Feb 20, 2021 11:23 PM",,"Feb 22, 2021 9:52 PM",
Four Divisors - LeetCode,1500,done,https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9,,,"Feb 25, 2021",https://leetcode.com/problems/four-divisors/,,,"Feb 23, 2021 8:19 AM",,"Feb 25, 2021 8:55 AM",
Towers Without a Valley,2000,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Mountain-ee442d1ed8db46bca6e11b0782836dab",,1,,https://binarysearch.com/contest/Weekly-Contest-47-FeZJewLaN1?questionsetIndex=3,,,"Feb 24, 2021 8:02 AM",,"May 23, 2021 8:53 AM",
Minimum Genetic Mutation - LeetCode,1500,ok,,,,"Feb 25, 2021",https://leetcode.com/problems/minimum-genetic-mutation/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Word%20Ladder%2030bb42508a634620b3af4659a06dfd76.md,,"Feb 25, 2021 8:12 AM",,"Feb 25, 2021 8:26 AM",
Word Ladder II - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/word-ladder-ii/,,,"Feb 25, 2021 8:12 AM",,"May 20, 2021 9:55 AM",
Top K Frequent Elements - Leetcode,1600,ok,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,2,,https://leetcode.com/problems/top-k-frequent-elements/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Top%20k%20largest%20elements%20773ec208a41d401287f6ba91cb8f4c5b.md,,"Feb 26, 2021 8:46 AM",,"Mar 01, 2021 3:43 PM",
Top k largest elements,1500,done,https://www.notion.so/Heap-334172565f6640f4b4ad4260a53d6d3a,,,"Feb 26, 2021",,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Top%20K%20Frequent%20Elements%20-%20Leetcode%2033cc6c93f93640178db28e2d33256e63.md,"Feb 26, 2021 8:57 AM",,"Feb 26, 2021 9:33 AM",
Equal Sum Arrays With Minimum Number of Operations - LeetCode,1500,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,2,"Feb 27, 2021",https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations/,,,"Feb 27, 2021 11:20 PM",,"Mar 01, 2021 3:43 PM",
Car Fleet II - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/car-fleet-ii/,,,"Feb 28, 2021 7:22 AM",,"May 23, 2021 8:53 AM",
Closest Dessert Cost - LeetCode,1500,waiting,https://www.notion.so/Recursion-cc19c59122e4470f90cfd5d1fcb17409,,,,https://leetcode.com/problems/closest-dessert-cost/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Number%20of%20Dice%20Rolls%20With%20Target%20Sum%20-%20LeetCode%208f3ced67f8864672aaa9abb2eb67aeae.md,,"Feb 28, 2021 7:23 AM",,"May 20, 2021 9:56 AM",
Number of Dice Rolls With Target Sum - LeetCode,1500,done,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,1,"Feb 28, 2021",https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Closest%20Dessert%20Cost%20-%20LeetCode%204430e31229504edcab9f6a9045854b3d.md,"Feb 28, 2021 7:26 AM",,"Feb 28, 2021 7:47 AM",
Number of Monotonically Increasing Lists | binarysearch,2000,done,"https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/Memoization-3d8746a97f69472cb4c77cce395c8ca8",,4,"Mar 03, 2021",https://binarysearch.com/problems/Number-of-Monotonically-Increasing-Lists,,,"Mar 01, 2021 8:29 AM",,"Mar 03, 2021 8:02 AM",
Rotate a Box Under Gravity | binarysearch,1500,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,"Mar 01, 2021",https://binarysearch.com/problems/Rotate-a-Box-Under-Gravity,,,"Mar 01, 2021 8:33 AM",,"Mar 01, 2021 3:43 PM",
Last Value Map | binarysearch,1500,done,https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98,,,"Mar 01, 2021",https://binarysearch.com/problems/Last-Value-Map,,,"Mar 01, 2021 8:34 AM",,"Mar 06, 2021 3:58 PM",
Get the nth string in the sequence,1300,done,"https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9",goldman sachs,,"Mar 01, 2021",,,,"Mar 01, 2021 5:17 PM",,"Mar 06, 2021 3:59 PM",
A - A*B*C,1500,done,https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9,,1,"Mar 02, 2021",https://atcoder.jp/contests/arc113/tasks/arc113_a,,,"Mar 02, 2021 8:13 AM",,"Mar 02, 2021 8:58 AM",
B - A^B^C,1700,waiting,https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9,,,,https://atcoder.jp/contests/arc113/tasks/arc113_b,,,"Mar 02, 2021 8:29 AM",,"May 20, 2021 9:55 AM",
Maximum Absolute Value of Sublist | binarysearch,1500,done,"https://www.notion.so/Subarray-ef1d425ad64945bf849cd2e45d4ee4aa, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,,https://binarysearch.com/problems/Maximum-Absolute-Value-of-Sublist,,,"Mar 03, 2021 8:18 AM",,"Mar 03, 2021 8:18 AM",
Number of Non-Overlapping Sublists With Sum of Target | binarysearch,1600,ok,"https://www.notion.so/Subarray-ef1d425ad64945bf849cd2e45d4ee4aa, https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01",,,"Mar 03, 2021",https://binarysearch.com/problems/Number-of-Non-Overlapping-Sublists-With-Sum-of-Target,,,"Mar 03, 2021 9:20 AM",,"Mar 03, 2021 9:28 AM",
K Numbers Greater Than or Equal to K | binarysearch,1300,done,https://www.notion.so/Sorting-Algorithms-5c0a4b35496f4ead9e9b40f16582d479,,,"Mar 04, 2021",https://binarysearch.com/problems/K-Numbers-Greater-Than-or-Equal-to-K,,,"Mar 04, 2021 9:05 AM",,"Mar 04, 2021 11:40 PM",
Reorder List - Leetcode,1600,ok,https://www.notion.so/Linked-List-fed40f1dbcfc43d9913de240bdc06f68,,,,https://leetcode.com/problems/reorder-list/,,,"Mar 05, 2021 10:35 AM",,"Mar 05, 2021 10:40 AM",
Search in Rotated Sorted Array - LeetCode,1500,ok,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Sorting-Algorithms-5c0a4b35496f4ead9e9b40f16582d479, https://www.notion.so/Binary-Search-c1187205516c42ac9b3b3c69f153914a",goldman sachs,,"Mar 05, 2021",https://leetcode.com/problems/search-in-rotated-sorted-array/,,,"Mar 05, 2021 9:12 PM",,"Mar 06, 2021 10:06 AM",
Dijkstra's Algorithm,,done,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,,"Mar 27, 2021",,,,"Mar 06, 2021 4:24 PM",,"Mar 27, 2021 5:34 PM",
Number of Restricted Paths From First to Last Node - Leetcode,1600,done,"https://www.notion.so/Algorithms-1c9aec7b298b42618a56ab794407b400, https://www.notion.so/Graphs-429761a7bf524bd984bacb37409f2858",,2,"Mar 06, 2021",https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/,,,"Mar 06, 2021 4:48 PM",,"Mar 06, 2021 4:51 PM",
Sum of Beauty of All Substrings - LeetCode,1200,done,https://www.notion.so/Sliding-Window-57edd445fc8d49ac98bcd1076bcdd3aa,,,"Mar 06, 2021",https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,,,"Mar 06, 2021 5:04 PM",,"Mar 06, 2021 5:46 PM",
Window Limits | binarysearch,1600,done,https://www.notion.so/Sliding-Window-57edd445fc8d49ac98bcd1076bcdd3aa,,2,"Mar 06, 2021",https://binarysearch.com/problems/Window-Limits,,,"Mar 06, 2021 5:46 PM",,"Mar 06, 2021 5:46 PM",
Make the XOR of All Segments Equal to Zero - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero/,,,"Mar 06, 2021 10:40 PM",,"May 20, 2021 9:55 AM",
Distinct Subsequences - LeetCode,2000,waiting,https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c,,,,https://leetcode.com/problems/distinct-subsequences/,,,"Mar 08, 2021 8:36 AM",,"May 20, 2021 9:55 AM",
Compressed Vector Product | binarysearch,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74",,,"Mar 09, 2021",https://binarysearch.com/problems/Compressed-Vector-Product,,,"Mar 08, 2021 8:58 AM",,"Mar 09, 2021 8:17 AM",
Maximum Average Pass Ratio - Leetcode,,done,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Heap-334172565f6640f4b4ad4260a53d6d3a",,,"Mar 18, 2021",https://leetcode.com/problems/maximum-average-pass-ratio/,,,"Mar 13, 2021 9:01 PM",,"Mar 18, 2021 8:22 AM",
Maximum Score of a Good Subarray - Leetcode,1700,ok,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,2,"Mar 15, 2021",https://leetcode.com/problems/maximum-score-of-a-good-subarray/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Trapping%20Rain%20Water%200be342871bde41e39519ca7ecf0096b4.md,,"Mar 13, 2021 9:02 PM",,"Mar 15, 2021 9:17 AM",
Drop a Ball Down the Stairs | binarysearch,1600,done,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,3,"Mar 15, 2021",https://binarysearch.com/problems/Drop-a-Ball-Down-the-Stairs,,,"Mar 14, 2021 8:43 AM",,"Mar 16, 2021 7:02 AM",
Divide Array in Sets of K Consecutive Numbers - LeetCode,1500,done,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,1,"Mar 16, 2021",https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,,,"Mar 15, 2021 9:17 AM",,"Mar 16, 2021 7:32 AM",
B - Special Subsets,1600,done,"https://www.notion.so/Graphs-429761a7bf524bd984bacb37409f2858, https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a",,,"Mar 16, 2021",https://atcoder.jp/contests/arc114/tasks/arc114_b,,,"Mar 16, 2021 7:36 AM",,"Mar 16, 2021 8:42 AM",
E - Throne,1700,waiting,https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9,,,,https://atcoder.jp/contests/abc186/tasks/abc186_e,,,"Mar 17, 2021 8:08 AM",,"Mar 19, 2021 8:44 AM",
View Over People | binarysearch,1600,done,https://www.notion.so/Stack-67154e5bf7324feab7a8a732f028898b,,1,"Mar 19, 2021",https://binarysearch.com/problems/View-Over-People,,,"Mar 19, 2021 8:44 AM",,"Mar 19, 2021 9:04 AM",
Repeated Deletion | binarysearch,1500,done,https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c,,,"Mar 19, 2021",https://binarysearch.com/problems/Repeated-Deletion,,,"Mar 19, 2021 9:29 AM",,"Mar 19, 2021 9:43 AM",
Kick_Start - Kick Start,1500,done,"https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c",,1,"Mar 22, 2021",https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414bfb,,,"Mar 20, 2021 8:42 AM",,"Mar 22, 2021 8:02 AM",
Maximum Coins - Kick Start,,done,https://www.notion.so/Traversal-dca46f72f93e4db583e0e72ba3dc6fdb,,1,"Mar 20, 2021",https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414a23,,,"Mar 20, 2021 8:45 AM",,"Mar 20, 2021 8:53 AM",
Combination Lock - Kick Start,1800,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414a24,,,"Mar 20, 2021 8:52 AM",,"May 23, 2021 8:53 AM",
K-Goodness String - Kick Start,,done,,,,"Mar 22, 2021",https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068cca3,,,"Mar 20, 2021 1:55 PM",,"Mar 28, 2021 10:49 PM",
L Shaped Plots - Kick Start,,done,,,,"Mar 22, 2021",https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068c509,,,"Mar 20, 2021 1:56 PM",,"Mar 28, 2021 10:50 PM",
Rabbit House - Kick Start,,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068cb14,,,"Mar 20, 2021 1:56 PM",,"May 23, 2021 8:53 AM",
Checksum - Kick Start,,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068c2c3,,,"Mar 20, 2021 1:57 PM",,"May 23, 2021 8:53 AM",
Number of Concatenations to Create Subsequence | binarysearch,,done,,,,"Mar 22, 2021",https://binarysearch.com/problems/Number-of-Concatenations-to-Create-Subsequence,,,"Mar 21, 2021 8:56 AM",,"Mar 28, 2021 10:50 PM",
Design Authentication Manager - LeetCode,,waiting,,,,,https://leetcode.com/problems/design-authentication-manager/,,,"Mar 22, 2021 8:06 AM",,"May 23, 2021 8:53 AM",
Maximum Number of Consecutive Values You Can Make - LeetCode,1600,done,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Expanding-the-Horizon-eeba4344785a4965a07f02ae166bd2fd",,,"Mar 25, 2021",https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/,,,"Mar 23, 2021 7:56 AM",,"Mar 30, 2021 8:43 AM",
Facebook | Minimum number of people to spread a message - LeetCode Discuss,,waiting,,,,,https://leetcode.com/discuss/interview-question/algorithms/124827/find-minimum-number-of-people-to-reach-to-spread-a-message-across-all-people-in-twitter%20%F0%9F%91%8C%202%20+,,,"Mar 25, 2021 8:46 AM",,"May 20, 2021 9:55 AM",
Minimum Number of Operations to Reinitialize a Permutation - LeetCode,1000,done,https://www.notion.so/Traversal-dca46f72f93e4db583e0e72ba3dc6fdb,,,"Mar 27, 2021",https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/,,,"Mar 27, 2021 10:16 PM",,"Mar 28, 2021 7:51 AM",
Number of Different Integers in a String - LeetCode,1300,done,"https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Traversal-dca46f72f93e4db583e0e72ba3dc6fdb",,,"Mar 27, 2021",https://leetcode.com/problems/number-of-different-integers-in-a-string/,,,"Mar 27, 2021 10:16 PM",,"Mar 28, 2021 8:27 AM",
Evaluate the Bracket Pairs of a String - LeetCode,1200,done,https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98,,,"Mar 27, 2021",https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/,,,"Mar 27, 2021 10:17 PM",,"Mar 28, 2021 8:27 AM",
Moons and Umbrellas - Code Jam,,waiting,,,,,https://codingcompetitions.withgoogle.com/codejam/round/000000000043580a/00000000006d1145,,,"Mar 29, 2021 8:41 AM",,"May 23, 2021 8:53 AM",
Reversort - Code Jam,,done,,,,,https://codingcompetitions.withgoogle.com/codejam/round/000000000043580a/00000000006d0a5c,,,"Mar 29, 2021 8:41 AM",,"Mar 29, 2021 8:41 AM",
Maximum Value at a Given Index in a Bounded Array - LeetCode,,done,https://www.notion.so/Binary-Search-c1187205516c42ac9b3b3c69f153914a,,,"Apr 01, 2021",https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/,,,"Mar 30, 2021 8:44 AM",,"Apr 02, 2021 8:58 AM",
Intersection of Two Maps | binarysearch,1500,waiting,,,,,https://binarysearch.com/problems/Intersection-of-Two-Maps,,,"Mar 31, 2021 7:59 AM",,"May 20, 2021 9:56 AM",
Jobs and Processor,,ok,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01",,,"Apr 02, 2021",https://leetcode.com/discuss/interview-question/1138514/google-bangalore-onsite-backed-engineer-rejected,,,"Apr 02, 2021 8:07 AM",,"Apr 02, 2021 8:12 AM",
Most Stones Removed with Same Row or Column - LeetCode,1500,done,"https://www.notion.so/Graphs-429761a7bf524bd984bacb37409f2858, https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a, https://www.notion.so/Connected-Components-7c547d2bc06f432eb3879d2831bfedcb",,,"Apr 02, 2021",https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,,,"Apr 02, 2021 8:16 AM",,"Apr 02, 2021 8:53 AM",
Critical Connections in a Network - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/critical-connections-in-a-network/,,,"Apr 03, 2021 7:55 AM",,"May 20, 2021 9:55 AM",
Minimum Absolute Sum Difference - LeetCode,1500,done,,,,,https://leetcode.com/problems/minimum-absolute-sum-difference/,,,"Apr 04, 2021 8:26 AM",,"Apr 04, 2021 8:26 AM",
Number of Different Subsequences GCDs - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/number-of-different-subsequences-gcds/,,,"Apr 04, 2021 8:26 AM",,"May 23, 2021 8:53 AM",
Count Nice Pairs in an Array - LeetCode,1500,done,,,,,https://leetcode.com/problems/count-nice-pairs-in-an-array/,,,"Apr 05, 2021 7:22 AM",,"Apr 05, 2021 7:22 AM",
C2. k-LCM (hard version),1600,done,https://www.notion.so/Construction-baf5eaaa0bc4494fa78ad7ee1cd5efda,,,"Apr 05, 2021",https://codeforces.com/problemset/problem/1497/C2,,,"Apr 05, 2021 7:49 AM",,"Apr 05, 2021 8:28 AM",
E. Restoring the Permutation,1500,done,https://www.notion.so/Permutation-8595a3ebf80b4be8a8a82c37d55e65ee,,1,"May 02, 2021",https://codeforces.com/problemset/problem/1506/E,,,"Apr 05, 2021 8:26 AM",,"May 02, 2021 9:36 AM",https://www.notion.so/3-May-21-Monday-c1a0162c25dc4348af6ccab420ed5210
Weighted Merge Interval | binarysearch,1500,done,"https://www.notion.so/Interval-Overlaps-565fcb6c998148ab82b9ec576adcf781, https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690",,2,,https://binarysearch.com/problems/Weighted-Merge-Interval,,,"Apr 06, 2021 8:59 AM",,"Apr 11, 2021 8:34 AM",https://www.notion.so/3-April-21-9039b11e89b84ab2b54e61189730204b
Interval Painting | binarysearch,1600,done,"https://www.notion.so/Interval-Overlaps-565fcb6c998148ab82b9ec576adcf781, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690",,2,"Apr 11, 2021",https://binarysearch.com/problems/Interval-Painting,,,"Apr 11, 2021 8:30 AM",,"Apr 11, 2021 8:34 AM",https://www.notion.so/12-April-21-3f2c4d0a3c934dd5af335121c19e0a71
Minimum Parsing Tree | binarysearch,,waiting,,,,,https://binarysearch.com/problems/Minimum-Parsing-Tree,,,"Apr 15, 2021 7:43 AM",,"May 23, 2021 8:53 AM",
Problem - 1513B - AND Sequences,,waiting,,,,,https://codeforces.com/problemset/problem/1513/B,,,"Apr 15, 2021 8:04 AM",,"May 23, 2021 8:53 AM",
Single-Threaded CPU - LeetCode,,waiting,https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01,,,,https://leetcode.com/problems/single-threaded-cpu/,,,"Apr 17, 2021 10:33 PM",,"May 23, 2021 8:53 AM",
Find XOR Sum of All Pairs Bitwise AND - LeetCode,1800,done,https://www.notion.so/Bits-e38c7329b88e4b65ac64bfc4a9ffc7ed,,,,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/,,,"Apr 17, 2021 10:34 PM",,"Apr 17, 2021 10:35 PM",https://www.notion.so/18-April-21-daf97facd99747cf98fad04b29f42a7e
A - God Sequence,1000,done,,,,,https://atcoder.jp/contests/arc117/tasks/arc117_a,,,"Apr 20, 2021 8:30 AM",,"Apr 20, 2021 8:32 AM",https://www.notion.so/21-April-21-5356657b3a114ca1806b086f4b095f3d
Smallest Subtree with all the Deepest Nodes - LeetCode,1500,done,,,,,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,,,"Apr 21, 2021 7:38 AM",,"Apr 21, 2021 7:38 AM",https://www.notion.so/22-April-21-649790f6bd1d4574a5ba904dbf390bf0
Minimum Cost to Hire K Workers - LeetCode,,done,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,,,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,,,"Apr 22, 2021 10:54 PM",,"Apr 22, 2021 10:55 PM",https://www.notion.so/23-April-21-330de5282c834e0d8c72305913aa9a52
C - IPFL,,done,,,,,https://atcoder.jp/contests/abc199/tasks/abc199_c,,,"Apr 23, 2021 10:45 PM",,"Apr 23, 2021 10:45 PM",https://www.notion.so/24-April-21-4a1bd1a8c7104edfb878dfd236b9b2b2
Longest Substring Of All Vowels in Order - LeetCode,1500,done,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,,,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order/,,,"Apr 27, 2021 7:31 AM",,"Apr 27, 2021 7:50 AM",https://www.notion.so/25-April-21-05fc8c658db34203ba20cd41c1899919
Frequency of the Most Frequent Element - LeetCode,1600,done,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Sliding-Window-57edd445fc8d49ac98bcd1076bcdd3aa",,,"Apr 29, 2021",https://leetcode.com/problems/frequency-of-the-most-frequent-element/,,,"Apr 27, 2021 7:51 AM",,"Apr 29, 2021 8:21 AM",https://www.notion.so/30-April-21-cdb6169a08bf4686a2dad950f86feceb
Minimum Adjacent Swaps to Reach the Kth Smallest Number - LeetCode,1500,done,https://www.notion.so/String-Sort-8b1d83e8165540abbba208eb208ec5a0,,,,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number/,,,"May 02, 2021 9:45 AM",,"May 04, 2021 9:07 AM",https://www.notion.so/5-May-21-Wednesday-09a2f79e5c0b4ae1b828890e885d3cf9
Default,,not started,,,,,,,,"May 06, 2021 10:34 PM",,"May 19, 2021 9:38 AM",
D - Happy Birthday! 2,1700,done,"https://www.notion.so/Subsequence-b6a8b66f0aa2458d8b913e5fb9c95c61, https://www.notion.so/Pegionhole-Principle-96880eceeef84601938daa9a874f5e34",,,,https://atcoder.jp/contests/abc200/tasks/abc200_d,,,"May 09, 2021 9:12 AM",,"May 23, 2021 8:54 AM",
E - Patisserie ABC 2,1800,waiting,,,,,https://atcoder.jp/contests/abc200/tasks/abc200_e,,,"May 09, 2021 9:29 AM",,"May 23, 2021 8:53 AM",
